css-175oi2r href,css-9pa8cd src,css-1jxf684,css-1jxf684 2,css-1jxf684 3,css-146c3p1,css-1jxf684 4,css-1jxf684 5,css-1jxf684 6,css-1jxf684 7,css-146c3p1 href,css-175oi2r href 4
https://x.com/wan721,https://pbs.twimg.com/profile_images/1979509692444377088/ZNy_UMEo_normal.jpg,Aaron Lin,@wan721,·,10h,"Which is a pretty damn good idea. Good thinking, Iran. These Israeli and US terrorists could attack you at any moment.",30,,,https://x.com/wan721/status/2038844704243249494,https://x.com/wan721/status/2038844704243249494/analytics
https://x.com/AndySmithAtkins,https://pbs.twimg.com/profile_images/1793228348237185025/6S_BiEgR_normal.jpg,Andy Smith,@AndySmithAtkins,·,14h,Imagin a U.S. president that focused on making US citizens lives better instead of making Billionaire Oligarchs more billions.,47,1,,https://x.com/AndySmithAtkins/status/2038790195156574701,https://x.com/AndySmithAtkins/status/2038790195156574701/analytics
https://x.com/Nimikumar2,https://pbs.twimg.com/profile_images/1913071429362577408/x0omlXx0_normal.jpg,NiMi the soothsayer,@Nimikumar2,·,14h,"Seems to be he is  the only leader projecting a credible face of America. but ground war could become a Waterloo for Trump. Iran’s confidence suggests it may be receiving possibly munitions  from Russia, China, and nuclear support from North Korea.",586,2,,https://x.com/Nimikumar2/status/2038791338075021334,https://x.com/Nimikumar2/status/2038791338075021334/analytics
https://x.com/PeterBrunelliLj,https://pbs.twimg.com/profile_images/1969197175293808640/kEsfRtfV_normal.jpg,Peter Brunelli,@PeterBrunelliLj,·,13h,"So we got Tail (Israel) wagging the dog with the shit head statement by Rubio.”We knew about an Israel action”so Israel may have been thinking, “crap! T is too close to a deal and that also happened in June.T close to a deal and Israel goes and kills the negotiators. We fucked it",1K,,,https://x.com/PeterBrunelliLj/status/2038805374946419166,https://x.com/PeterBrunelliLj/status/2038805374946419166/analytics
https://x.com/NatalieMonarrez,https://pbs.twimg.com/profile_images/586995469395435520/SbGcQ0Hm_normal.jpg,Natalie Monarrez,@NatalieMonarrez,·,16h,,507,6,34,https://x.com/NatalieMonarrez/status/2038761353624646100,https://x.com/NatalieMonarrez/status/2038761353624646100/analytics
https://x.com/PalisadesBasset,https://pbs.twimg.com/profile_images/1842777452122173440/xPwxxK-S_normal.jpg,Palisades Basset,@PalisadesBasset,·,16h,Now do America,20,,,https://x.com/PalisadesBasset/status/2038756133406659053,https://x.com/PalisadesBasset/status/2038756133406659053/analytics
https://x.com/JosiahiUche,https://pbs.twimg.com/profile_images/1835006390449963009/nTPKHQSI_normal.jpg,Josiah Uche,@JosiahiUche,·,16h,"Imagine if the US hadn't imposed 47 years of sanctions on Iran?

Iran would have been one of the best countries in the world.",1.6K,3,13,https://x.com/JosiahiUche/status/2038754314194153705,https://x.com/JosiahiUche/status/2038754314194153705/analytics
https://x.com/Simulacra333,https://pbs.twimg.com/profile_images/1950404446489374720/5G-iL5Oq_normal.jpg,Nico,@Simulacra333,·,4h,"Ever studied ancient history and wondered “how and why did all the peasants just conform to live on breadcrumbs under the dictatorship of evil kings that stole all the riches?” 

Look at us, we are all doing the same thing 1000 years later.

Irani or American, doesn’t matter. You",13,,,https://x.com/Simulacra333/status/2038936506824282276,https://x.com/Simulacra333/status/2038936506824282276/analytics
https://x.com/NimmoKurt,https://pbs.twimg.com/profile_images/2038792156794761216/mxekOmnN_normal.jpg,Kurt Nimmo,@NimmoKurt,·,17h,"What a hypocrite. Hey, Cuban anchor baby, imagine spending that trillion and a half dollars you want to spend on so called defense spent on the American people instead of a little shitty country full of psychopaths.",238,1,4,https://x.com/NimmoKurt/status/2038743716823736451,https://x.com/NimmoKurt/status/2038743716823736451/analytics
https://x.com/Placidopv,https://pbs.twimg.com/profile_images/1445415353484468232/ytpxg8k1_normal.jpg,꧁,@Placidopv,·,16h,He sees the world upside down,475,3,9,https://x.com/Placidopv/status/2038749624564109315,https://x.com/Placidopv/status/2038749624564109315/analytics
https://x.com/Jjimm,https://pbs.twimg.com/profile_images/378800000185048262/cf9d5516242b2d46b41e69abf5f2506b_normal.jpeg,jjimm,@Jjimm,·,11h,Imagine if Rubio has the brains of a marshmallow and realized that what he just said proves without question that the Trumptrain jumped the tracks and doesn’t even know it…,16,,,https://x.com/Jjimm/status/2038830519732109725,https://x.com/Jjimm/status/2038830519732109725/analytics
https://x.com/GNorthgate35413,https://pbs.twimg.com/profile_images/1805700840994336768/t9UWw0RG_normal.jpg,Gareth Northgate,@GNorthgate35413,·,16h,"I Imagine there's no countries
It isn't hard to do
Nothing to kill or die for
And no religion, too",21,,,https://x.com/GNorthgate35413/status/2038758174187008132,https://x.com/GNorthgate35413/status/2038758174187008132/analytics
https://x.com/itskhled,https://pbs.twimg.com/profile_images/2014344835298185216/lCZmYl41_normal.jpg,Chris Khaled,@itskhled,·,15h,"Imagine… whole team just out here talking without thinking, couldn’t he hear himself",148,2,,https://x.com/itskhled/status/2038765734633918545,https://x.com/itskhled/status/2038765734633918545/analytics
https://x.com/rogueducknet,https://pbs.twimg.com/profile_images/1785500460440510464/mjDA2Tvs_normal.jpg,Rogue Duck Interactive,@rogueducknet,Ad,From steampowered.com,"Make the perfect stew in our witch-themed deckbuilding roguelike!
Play Free Demo on Steam!",17,78,1.5K,https://store.steampowered.com/app/3330210/Kinny_and_the_Cosmic_Cauldron/?utm_source=rdi_x_vid_post&twclid=2bh6yfitmdgokeizc1w9zcqbos,https://x.com/rogueducknet/status/2037202478249501040/analytics
https://x.com/MacroBombastic,https://pbs.twimg.com/profile_images/1998039880278888448/ywABI93K_normal.jpg,Macro Bombastic,@MacroBombastic,·,17h,"Mate, this coming from a guy who's been profiting off war and intervention for years.",467,1,16,https://x.com/MacroBombastic/status/2038744675213820107,https://x.com/MacroBombastic/status/2038744675213820107/analytics
https://x.com/biogradbooth,https://pbs.twimg.com/profile_images/378800000791393522/3ac46df32c46471ae1b77bccbc5f546b_normal.jpeg,Ryan Max Booth,@biogradbooth,·,14h,Not while Iran chants death to America and builds weapons to kill us.,62,,,https://x.com/biogradbooth/status/2038780178051002865,https://x.com/biogradbooth/status/2038780178051002865/analytics
https://x.com/JTChatworth,https://pbs.twimg.com/profile_images/1852513655151079424/S953lac9_normal.jpg,Thrushcross,@JTChatworth,·,4h,"“Imagine a US that instead of spending its wealth - 100s of BILLIONS of dollars supporting the Israeli terrorists and weapons, had spent that money helping the people of the USA, you’d have a much different country.”

There, I fixed it for you.",54,1,,https://x.com/JTChatworth/status/2038929911033786758,https://x.com/JTChatworth/status/2038929911033786758/analytics
https://x.com/mysticl,https://pbs.twimg.com/profile_images/794217853738041344/NstqWeuw_normal.jpg,Impenitent Atheist,@mysticl,·,15h,you spend TRILLIONS on your military and your people live without healthcare ... yoiur country is a shitty place ... when you lose the petrodollar it will be even shittier ... thoughts and prayers,77,1,1,https://x.com/mysticl/status/2038764938798522483,https://x.com/mysticl/status/2038764938798522483/analytics
https://x.com/WesMont54512580,https://pbs.twimg.com/profile_images/1393373943973650435/Vq91y_9e_normal.jpg,W. Montgomery,@WesMont54512580,·,16h,"Lying Marco-Oh, look, it’s the current Secretary of State gleefully posing with the pardoned-from-a-long-prison sentence leader of The Proud Boys, the domestic terrorist group who led the beating and killing of cops during the attempted overthrow of our government on 01/06/21.",271,1,5,https://x.com/WesMont54512580/status/2038762367438434602,https://x.com/WesMont54512580/status/2038762367438434602/analytics
https://x.com/BillAppledorf,https://pbs.twimg.com/profile_images/1710165152371499008/PYJ4-wy8_normal.jpg,Bill Appledorf,@BillAppledorf,·,13h,,1.1K,1,29,https://x.com/BillAppledorf/status/2038796048790131061,https://x.com/BillAppledorf/status/2038796048790131061/analytics
https://x.com/i_am_Rawkstarr,https://pbs.twimg.com/profile_images/1994487967428014080/OeXAJHIq_normal.jpg,Rawkstarr,@i_am_Rawkstarr,·,1h,"IMAGINE instead of sending taxpayer money to foreign countries, actually fixing America and making sure the sons and daughters, who actually made it back alive from your bankers wars, have homes and financial stability, instead of being forgotten and homeless.",19,1,,https://x.com/i_am_Rawkstarr/status/2038985909253648799,https://x.com/i_am_Rawkstarr/status/2038985909253648799/analytics
https://x.com/defacto__,https://pbs.twimg.com/profile_images/2033651017003503616/XDQhtMm1_normal.jpg,De-Facto,@defacto__,·,7h,Top 10 Middle East Defense Budgets (Latest Estimates),627,3,Iran — $10B,https://x.com/defacto__/status/2038893234982887528,https://x.com/defacto__/status/2038893234982887528/analytics
https://x.com/hugoadame01,https://pbs.twimg.com/profile_images/1915043155319152640/w5spGCVi_normal.jpg,Hugo Adame,@hugoadame01,·,12h,Is this guy fucking retarded,64,1,,https://x.com/hugoadame01/status/2038813057795629357,https://x.com/hugoadame01/status/2038813057795629357/analytics
https://x.com/josephrukara,https://pbs.twimg.com/profile_images/2034511615832264704/-C-oEZjy_normal.jpg,Joseph sall,@josephrukara,·,8h,"Imagine if instead of lecturing others, the U.S. took its own advice. Billions of dollar’s burned on wars, bases, and weapons while Americans struggle with healthcare, housing, and basic living costs. You can’t sell peace abroad while funding endless conflict and calling it",396,,,https://x.com/josephrukara/status/2038879279048458317,https://x.com/josephrukara/status/2038879279048458317/analytics
https://x.com/JonLesterReal,https://pbs.twimg.com/profile_images/1909061113951424512/A-E4HRAo_normal.jpg,Jon Lester,@JonLesterReal,·,15h,"Mr. T once said, ""it takes a smart man to play dumb,"" but Marco's really not a great thespian!",91,,,https://x.com/JonLesterReal/status/2038774155336622518,https://x.com/JonLesterReal/status/2038774155336622518/analytics
https://x.com/GeneSchwar39191,https://pbs.twimg.com/profile_images/1935878537699119104/g_pxV-pY_normal.jpg,Nelson Baboon,@GeneSchwar39191,·,15h,"the smartest person in the trump administration would probably be the dumbest in the Iranian 'regime'. good god, we are governed by imbeciles.",13,,,https://x.com/GeneSchwar39191/status/2038768840373613022,https://x.com/GeneSchwar39191/status/2038768840373613022/analytics
https://x.com/KellyDoll20,https://pbs.twimg.com/profile_images/899075550983053317/70G0KATM_normal.jpg,Kelly hopes for humanity,@KellyDoll20,·,17h,,72,2,,https://x.com/KellyDoll20/status/2038746008260338155,https://x.com/KellyDoll20/status/2038746008260338155/analytics
https://x.com/SheabiaForever,https://pbs.twimg.com/profile_images/1985916543562108928/D3G1RfUj_normal.jpg,Sheabia ሻዕብያ,@SheabiaForever,·,14h,"History is a brutal teacher. The fate of Libya showed what happens when a nation trades its defense for promises of diplomacy. North Korea is the blueprint: the only way to ensure national sovereignty in the face of US/Israeli pressure isn't through treaties, but having nukes.",94,2,2,https://x.com/SheabiaForever/status/2038785990932775218,https://x.com/SheabiaForever/status/2038785990932775218/analytics
https://x.com/DdayIsHere2026,https://pbs.twimg.com/profile_images/2009715146646523905/0B6D7O_5_normal.jpg,NormandyJoe,@DdayIsHere2026,·,12h,"Little Marco is a little smarter than the rest of the MAGA dingdongs on the White House!!

So dumb!!",42,1,,https://x.com/DdayIsHere2026/status/2038818460063473801,https://x.com/DdayIsHere2026/status/2038818460063473801/analytics
https://x.com/KellyDoll20,https://pbs.twimg.com/profile_images/899075550983053317/70G0KATM_normal.jpg,Kelly hopes for humanity,@KellyDoll20,·,17h,,72,2,,https://x.com/KellyDoll20/status/2038746008260338155,https://x.com/KellyDoll20/status/2038746008260338155/analytics
https://x.com/TruthDesignated,https://pbs.twimg.com/profile_images/1819142278620807169/pmigC0uR_normal.jpg,Designated Truth,@TruthDesignated,·,15h,"This is purposeful and sort of like paltering. In the way Americans have been screaming it from the rooftops, this is a clear offload of pressure onto another country as seen many times before. Blaming South Africa for genocide while the biggest threat isn’t told a peep.",389,,,https://x.com/TruthDesignated/status/2038766959714595209,https://x.com/TruthDesignated/status/2038766959714595209/analytics
https://x.com/bkrayder,https://pbs.twimg.com/profile_images/2031196632230834176/PUI-1gmf_normal.jpg,BklynRayder,@bkrayder,·,14h,Hey,110,1,1,https://x.com/bkrayder/status/2038790806908117403,https://x.com/bkrayder/status/2038790806908117403/analytics
https://x.com/mattaniahsherif,https://pbs.twimg.com/profile_images/1825448915/1776_normal.jpg,matt s,@mattaniahsherif,·,15h,"How about Narco Rubio deporting himself back to Cuba? His parents were illegal aliens when he was born. Yet he claims birthright citizenship. 

He acts like he's white. Why is a Cuban deporting non Cuban Latinos? Why is he claiming Venezuela is running drugs to the US when he",410,1,2,https://x.com/mattaniahsherif/status/2038770819971620872,https://x.com/mattaniahsherif/status/2038770819971620872/analytics
https://x.com/wedemandareply,https://pbs.twimg.com/profile_images/1511103654421417984/7okPY3FK_normal.jpg,M,@wedemandareply,·,15h,needs to take his own advice. The war Rubio Trump and Hegseth started with Iran was based on a lie and it’s costing US citizens trillions and US Soldiers lives including a school with little girls innocent as they come dead because of these 3 men and their lies,234,1,1,https://x.com/wedemandareply/status/2038767982667792491,https://x.com/wedemandareply/status/2038767982667792491/analytics
https://x.com/PSAFMophiring,https://pbs.twimg.com/profile_images/1565473263576285184/WFxhYBkG_normal.jpg,Mophiring,@PSAFMophiring,·,10h,Such arrogance,12,,,https://x.com/PSAFMophiring/status/2038842450958032934,https://x.com/PSAFMophiring/status/2038842450958032934/analytics
https://x.com/PeterBrunelliLj,https://pbs.twimg.com/profile_images/1969197175293808640/kEsfRtfV_normal.jpg,Peter Brunelli,@PeterBrunelliLj,·,13h,"We had a deal with Obama. Trump di not like it. But with thst deal ..it held and Iran took out almost all, virtually just a tiny bit .. not enough for a bomb. Watched it leave the country. We monitored it,24/7 with cameras. On site inspections..2018-T rips it and here we are",223,1,,https://x.com/PeterBrunelliLj/status/2038793997716512967,https://x.com/PeterBrunelliLj/status/2038793997716512967/analytics
https://x.com/GogoBobo33,https://pbs.twimg.com/profile_images/1824028989465214976/-yyKJror_normal.jpg,Babbe,@GogoBobo33,·,16h,Imagine if the people of the US are that stupid to believe in the horseshit by Rubio and don’t realize that he’s talking about the US in third person.,241,6,17,https://x.com/GogoBobo33/status/2038760403438649716,https://x.com/GogoBobo33/status/2038760403438649716/analytics
https://x.com/BobbyMDMPH,https://pbs.twimg.com/profile_images/1600504599508652035/go14vXlv_normal.jpg,"Bobby, MD, MPH",@BobbyMDMPH,·,15h,"Dumb Lil Marco. 
Your Government doesn't have money for American's healthcare or food stamps or economic assistance. 
We are burning billions per day to protect a genocidal regime in Israel and committing war crimes by blowing up schools with kids and universities and water",304,1,1,https://x.com/BobbyMDMPH/status/2038770571270603204,https://x.com/BobbyMDMPH/status/2038770571270603204/analytics
https://x.com/Claudetothemoon,https://pbs.twimg.com/profile_images/1953792618527113217/9v51abSO_normal.jpg,Charlie Moon,@Claudetothemoon,·,14h,Imagine US not sending billions to a country that has free education and healthcare,12,,,https://x.com/Claudetothemoon/status/2038790725437890918,https://x.com/Claudetothemoon/status/2038790725437890918/analytics
https://x.com/zeebigbear,https://pbs.twimg.com/profile_images/2027818482319167488/zGTG3mz8_normal.jpg,zip,@zeebigbear,·,15h,"If the U.S. didn't spend this money on weapons, you wouldn't even be able to comment on X. By then, you’d either be a dictator or a dictator’s slave.",69,,,https://x.com/zeebigbear/status/2038776727451889727,https://x.com/zeebigbear/status/2038776727451889727/analytics
https://x.com/Fievel131,https://pbs.twimg.com/profile_images/1590206384968241152/SHw_rhTb_normal.jpg,@Fievel131.,@Fievel131,·,15h,"Yea, let's imagine.",225,3,6,https://x.com/Fievel131/status/2038766569841414550,https://x.com/Fievel131/status/2038766569841414550/analytics
https://x.com/SamK1956,https://pbs.twimg.com/profile_images/1769491629306691584/PJ-hm_8X_normal.jpg,Eyes-Wide-Open,@SamK1956,·,6h,Rubio is a politician so out of touch he can’t even recognize the hypocrisy in his own words. That kind of ignorance says everything.,22,1,,https://x.com/SamK1956/status/2038907933220888980,https://x.com/SamK1956/status/2038907933220888980/analytics
https://x.com/StardustPixieL,https://pbs.twimg.com/profile_images/2020824293035094016/Ecmif-RV_normal.jpg,Stardust Glitter Pixie,@StardustPixieL,·,13h,...look in the mirror while you say that,100,5,,https://x.com/StardustPixieL/status/2038793332453753270,https://x.com/StardustPixieL/status/2038793332453753270/analytics
https://x.com/joelynbeach,https://pbs.twimg.com/profile_images/1557519791518359557/eZvh8Cvl_normal.jpg,Oh Happy Day!!!,@joelynbeach,·,16h,Lil Marco didn’t think that one through.,84,1,3,https://x.com/joelynbeach/status/2038761355084267819,https://x.com/joelynbeach/status/2038761355084267819/analytics
https://x.com/PeterBrunelliLj,https://pbs.twimg.com/profile_images/1969197175293808640/kEsfRtfV_normal.jpg,Peter Brunelli,@PeterBrunelliLj,·,13h,"Understand , there was a deal on the table Feb 27 day before bombing “ an offer from Iran for a better deal than Obama. Not perfect,wants some minor enrichment. But T ‘s got a choice that Friday. Go and work the deal. Instead we regime change.",608,,,https://x.com/PeterBrunelliLj/status/2038802934704542097,https://x.com/PeterBrunelliLj/status/2038802934704542097/analytics
https://x.com/JonelleStone1,https://pbs.twimg.com/profile_images/2021723028548448256/tHfzov7Q_normal.jpg,Joey,@JonelleStone1,·,14h,,76,3,,https://x.com/JonelleStone1/status/2038781029318795529,https://x.com/JonelleStone1/status/2038781029318795529/analytics
https://x.com/xtreme_novice,https://pbs.twimg.com/profile_images/1935546481534287872/9aFoiark_normal.jpg,EG,@xtreme_novice,·,12h,"You don’t even really have to imagine. Look at China’s cities. There is no perfect nation, and I’m not saying China has no problems, but when you look at how clean their cities are, the level of innovation, and how they are building the future, you have to consider how little",148,2,,https://x.com/xtreme_novice/status/2038815466844774571,https://x.com/xtreme_novice/status/2038815466844774571/analytics
https://x.com/CoachMDeLancey,https://pbs.twimg.com/profile_images/2034509534538993664/aJ2r-sit_normal.jpg,Matthew DeLancey,@CoachMDeLancey,·,13h,"We have the largest military budget in the world and we can’t take care of affordable healthcare, higher education, and infrastructure.",65,,,https://x.com/CoachMDeLancey/status/2038799103337930823,https://x.com/CoachMDeLancey/status/2038799103337930823/analytics
